,Lousic C.K.,Dave Chappelle,Ricky Gervais,Bo Burham,Bill Burr,Jim Jefferies,John Mulaney,Hasan Minhaj,Ali Wong,Anthony Jeselnik,Mike Birbiglia,Joe Rogan
spell,0,0,1,0,0,0,0,2,0,0,0,0
spelling,0,0,0,0,0,0,0,2,0,0,0,0
spend,0,0,1,2,0,2,0,0,1,2,2,0
sperm,0,0,0,0,0,0,0,0,1,0,0,0
spice,0,0,1,0,0,0,0,0,0,0,0,0
spider,0,0,1,0,0,0,0,0,0,0,0,0
spidey,0,0,1,0,0,0,0,0,0,0,0,0
spiffylooke,1,0,0,0,0,0,0,0,0,0,0,0
spill,0,0,0,1,0,0,0,0,0,0,1,0
spin,0,1,0,0,0,0,0,0,0,0,2,2
spine,0,0,0,0,0,0,0,1,0,0,0,0
spiral,0,0,0,0,0,0,0,0,0,0,1,0
spirit,0,1,0,0,0,1,2,0,0,0,0,0
spit,0,0,0,0,0,0,0,0,1,0,0,0
spite,0,0,0,1,0,0,0,0,0,0,0,0
splash,0,0,0,0,1,0,2,0,0,0,0,0
split,0,0,0,1,1,1,0,0,0,0,0,0
spoil,0,0,3,0,0,0,0,0,0,0,0,0
spoiled,0,0,1,0,0,0,0,0,0,0,0,0
spoken,0,0,0,0,0,0,0,0,0,0,1,0
sponsor,0,0,0,0,0,0,0,0,1,0,0,0
spoon,0,0,0,0,0,0,1,0,0,0,0,0
sport,1,0,0,0,4,1,1,0,0,0,1,0
spot,0,0,0,0,0,0,0,1,0,0,0,4
spotlight,0,0,0,0,0,0,1,0,0,0,0,0
spray,0,0,0,0,0,0,0,2,0,0,0,0
spread,0,1,0,2,1,0,0,0,0,0,0,0
sprinkle,0,0,0,0,1,0,0,1,0,0,0,0
sprinkler,0,0,0,0,0,0,0,0,0,0,1,0
sprint,0,0,0,0,0,0,0,0,0,0,0,1
sprout,0,0,0,0,1,0,0,0,0,0,0,0
spunk,0,0,1,0,0,0,0,0,0,0,0,0
spy,0,0,0,0,0,0,0,0,0,1,0,0
square,1,0,2,5,0,0,0,0,0,0,0,0
squarejawe,0,0,0,0,0,0,0,0,0,0,0,1
squeak,0,0,0,0,1,0,0,0,0,0,0,0
squeaky,0,0,0,0,0,0,1,0,0,0,0,0
squeal,0,0,0,0,0,1,0,0,0,0,0,0
squeeze,2,0,1,0,2,0,0,0,1,0,0,0
squid,0,0,0,0,0,0,0,0,0,0,2,0
squirmy,0,0,0,0,0,0,0,0,1,0,0,0
st,0,0,0,1,0,0,0,0,0,0,5,0
stab,0,0,0,0,0,1,0,0,0,0,0,0
stable,0,0,1,1,0,0,0,0,0,0,0,0
stacia,0,0,0,0,0,0,2,0,0,0,0,0
stack,0,0,0,0,0,0,0,0,0,0,0,1
stacy,0,0,0,0,1,0,0,0,0,0,0,0
stadium,1,0,0,0,0,0,0,0,0,0,0,0
staff,0,0,0,0,0,0,0,0,2,0,0,0
stage,2,4,0,8,0,3,2,3,2,2,1,0
stain,1,0,0,0,0,1,0,1,0,0,0,0
stair,0,0,0,0,0,3,0,0,0,0,0,0
stairway,0,0,0,0,0,0,0,0,0,0,3,0
stall,0,0,0,0,0,0,0,0,1,0,0,0
stamp,0,0,0,0,0,0,1,0,0,0,0,0
stand,4,9,1,1,11,9,3,7,0,2,3,1
standard,0,0,0,0,1,1,0,0,1,0,0,0
standing,0,0,0,1,0,1,0,0,0,0,0,0
standup,0,0,2,0,0,1,1,0,1,0,0,0
stanford,0,0,0,0,0,0,0,3,0,0,0,0
stanton,0,0,0,0,0,0,1,0,0,0,0,0
staple,0,1,0,0,0,0,0,0,0,0,0,0
star,1,3,0,0,2,0,0,1,1,0,0,1
starbuck,0,0,0,0,0,0,0,1,0,0,0,0
stare,0,5,0,0,1,1,1,2,0,0,5,4
start,10,13,15,5,18,5,8,7,5,11,18,20
starter,0,0,0,0,0,0,0,0,0,0,1,0
starve,0,1,0,0,0,0,0,0,0,1,0,1
stat,0,0,0,0,0,0,0,0,0,0,1,0
state,0,7,2,1,2,0,5,2,0,0,2,5
stately,1,0,0,0,0,0,0,0,0,0,0,0
statement,0,0,0,0,0,0,0,1,0,0,1,0
station,1,0,1,0,0,0,1,1,0,0,1,0
stationary,0,0,0,0,0,0,0,0,0,0,1,0
statistically,1,0,1,0,0,0,0,0,0,0,0,0
statue,0,0,0,0,0,0,0,3,0,0,0,0
status,0,0,0,0,0,0,0,2,0,0,0,0
stay,4,0,1,1,4,0,0,1,2,2,3,6
stayathome,0,0,0,0,0,0,0,0,1,0,0,0
std,0,0,0,0,0,0,1,0,0,0,0,0
steadily,0,0,2,0,0,0,0,0,0,0,0,0
steady,0,0,0,0,0,0,0,0,1,0,0,0
steak,0,1,0,0,0,0,0,0,0,0,1,0
steal,0,0,1,0,1,0,0,3,0,0,0,2
steam,0,0,0,0,0,0,1,0,0,0,0,0
steering,0,0,0,0,0,1,0,0,0,0,0,0
step,1,4,1,0,1,2,0,4,0,1,1,4
stepdad,0,0,0,0,0,0,0,0,0,0,1,0
steph,0,1,0,0,0,0,0,0,0,0,0,0
stephen,0,0,0,0,0,0,0,0,0,0,0,1
stereotype,0,0,4,0,0,0,0,0,0,0,0,0
steve,0,0,0,1,0,0,0,1,0,0,0,0
steven,0,2,0,0,0,0,0,1,0,0,0,0
stevie,0,1,0,0,0,0,0,0,0,0,0,0
stewart,0,6,0,0,0,0,0,3,0,0,0,0
stick,2,0,2,4,4,0,0,1,2,0,0,3
stimulate,0,0,0,0,0,0,0,0,1,0,0,0
stinky,0,0,0,0,0,0,0,0,0,0,0,1
stint,0,0,0,0,0,0,0,0,0,0,1,0
stir,0,0,0,0,0,0,1,0,0,0,0,0
stitch,0,1,0,0,0,0,0,0,0,0,0,0
stiviano,0,0,0,0,0,0,0,0,1,0,0,0
stockpile,0,0,0,0,0,0,0,0,0,0,0,2
stomach,1,2,0,1,0,0,1,0,0,0,0,0
stone,1,0,1,0,0,1,0,0,0,0,0,1
stoner,0,0,0,0,0,0,0,0,0,0,1,0
stool,0,0,0,1,0,0,0,0,0,0,0,0
stoop,0,0,1,0,0,0,0,0,0,0,0,0
stop,3,4,6,9,8,3,5,4,2,1,18,6
stopover,0,0,0,0,0,0,0,0,0,0,1,0
store,0,0,0,2,0,0,0,3,1,0,0,1
storm,0,0,0,0,0,1,0,0,0,0,0,0
story,0,3,4,14,15,7,3,8,0,3,1,6
storyboarde,0,0,0,0,0,0,0,0,1,0,0,0
stove,0,0,1,0,0,0,0,0,0,0,0,0
straight,0,0,3,1,0,1,0,0,3,1,0,1
straightacrosstheboard,0,0,0,0,1,0,0,0,0,0,0,0
strain,0,0,0,0,0,0,0,0,1,0,0,0
strange,0,0,0,2,0,0,1,0,0,0,2,2
stranger,0,0,1,0,1,0,0,0,0,0,0,0
strap,0,0,0,2,0,0,0,0,0,0,0,1
strapon,0,0,0,1,0,0,0,0,0,0,0,0
straw,0,0,0,0,0,0,0,0,0,0,1,0
streak,1,0,0,0,0,0,0,0,0,0,0,0
streaming,0,0,1,0,0,0,0,0,0,0,0,0
street,3,5,2,1,5,0,3,5,1,2,2,2
strength,0,0,0,0,1,0,0,0,0,0,0,0
stress,0,0,1,0,0,0,1,1,0,0,0,0
stressful,0,0,0,0,0,0,0,0,0,0,0,1
stretch,0,0,1,0,1,1,1,0,1,1,0,0
strict,0,0,0,0,0,0,0,0,0,2,0,1
strike,0,2,0,1,0,0,0,0,0,0,1,0
string,0,0,0,0,0,0,0,0,0,0,0,1
strip,0,0,0,0,0,6,0,0,2,0,0,0
stripe,0,0,0,0,0,0,1,0,0,0,0,0
stripper,0,0,0,0,0,2,0,0,0,1,0,2
strive,0,0,0,0,0,0,0,0,1,0,0,0
strobe,0,0,0,0,1,0,0,0,0,0,1,0
stroke,1,0,0,0,0,1,0,0,0,0,0,0
stroll,0,0,0,0,0,0,0,0,1,0,0,0
stroller,0,0,0,0,0,0,1,0,0,0,0,0
strong,1,4,1,0,0,0,1,0,0,0,3,2
strongheaded,0,0,0,0,0,0,0,0,1,0,0,0
stronglyworde,0,0,0,0,0,1,0,0,0,0,0,0
structure,0,0,0,0,0,0,1,0,0,0,0,0
struggle,0,0,0,1,0,3,0,1,0,1,0,1
stub,0,0,0,0,1,0,0,0,0,0,0,0
stubborn,0,0,0,0,0,0,0,0,0,0,0,1
stuck,0,0,0,0,2,0,0,0,0,0,1,0
stud,0,0,0,0,1,0,0,0,0,0,0,0
student,0,1,0,0,0,0,5,1,0,0,2,0
studio,0,1,0,0,0,0,0,0,0,0,0,0
study,0,0,0,1,0,0,1,3,0,1,0,1
stuff,3,1,4,33,9,4,1,4,3,1,7,4
stumble,0,0,0,0,0,0,1,0,0,0,0,0
stuntman,0,0,1,0,0,0,0,0,0,0,0,0
stupid,0,0,2,3,6,0,2,0,1,2,1,13
stupidass,0,0,0,0,1,0,0,0,1,0,0,0
stupider,0,0,0,1,0,0,0,0,0,0,0,0
stupidity,0,0,1,0,0,0,0,0,0,0,0,0
stutter,0,0,0,0,0,0,0,1,0,0,0,0
stylus,0,0,0,0,1,0,0,0,0,0,0,0
sub,0,0,0,0,0,0,0,1,0,0,0,0
subject,0,0,3,0,0,0,0,1,0,0,1,0
subjective,0,0,0,1,0,0,0,0,0,0,0,0
submit,0,0,0,0,0,0,0,1,0,0,0,0
subscription,0,0,0,0,0,0,0,0,0,0,1,0
subsequently,0,0,0,0,0,0,0,0,1,0,0,0
subway,1,0,0,0,0,0,0,2,0,0,0,0
succeed,0,0,0,0,0,0,0,0,1,0,0,0
success,0,0,0,0,0,0,0,0,2,0,0,0
successful,0,1,0,0,0,0,0,1,1,1,1,0
suck,6,7,0,5,2,1,3,1,0,0,2,11
sucked,0,1,0,0,0,0,0,0,0,0,0,0
sucking,0,0,0,1,0,0,0,0,0,0,0,0
sudden,1,0,0,0,11,0,0,1,1,0,4,0
suddenly,0,5,3,0,0,0,2,0,1,0,0,0
sue,0,0,0,0,0,0,0,0,0,0,2,0
suffer,2,13,0,1,0,0,0,1,0,0,0,0
suffering,0,3,0,0,0,0,0,0,0,0,0,0
suffocate,1,0,0,0,0,0,0,0,0,0,0,0
sugar,0,0,0,0,1,0,0,0,0,0,2,0
sugary,0,0,0,1,0,0,0,0,0,0,0,0
suggest,0,0,0,0,0,0,0,0,0,0,3,0
suicide,0,0,0,0,0,0,0,0,0,0,0,1
suit,0,0,1,0,0,2,3,2,0,0,0,0
suitcase,0,0,0,0,0,0,1,0,0,0,4,0
suitor,0,0,0,0,0,0,0,0,0,0,2,0
summer,1,0,0,0,1,0,0,0,0,2,0,1
sun,0,0,1,1,0,0,0,1,2,0,0,1
sunburn,0,0,0,0,0,0,0,1,0,0,0,0
sunday,1,1,1,0,3,0,0,0,0,0,1,0
sunken,0,0,1,0,0,0,0,0,0,0,0,0
super,0,1,0,0,0,5,2,4,1,0,0,1
superhero,0,6,0,0,1,1,0,0,0,0,0,0
superintendent,0,0,0,0,2,0,0,0,0,0,0,0
superman,0,3,0,0,0,0,0,0,0,0,0,0
supermarket,0,0,0,0,0,0,1,0,0,0,0,0
supermodel,0,0,0,0,0,0,0,0,0,1,0,0
superorganism,0,0,0,0,0,0,0,0,0,0,0,1
supersonic,0,1,0,0,0,0,0,0,0,0,0,0
supervise,0,0,0,0,0,0,1,0,0,0,0,0
supervised,0,0,0,0,0,0,2,0,0,0,0,0
supervision,0,0,0,0,0,0,1,0,0,0,0,0
supple,0,0,1,0,0,0,0,0,0,0,0,0
supply,0,0,0,0,0,0,0,0,1,0,0,0
support,0,2,0,0,2,0,0,0,2,0,0,0
supportive,0,0,0,0,0,0,0,0,1,0,0,0
suppose,1,4,0,3,5,0,3,2,1,0,2,3
suppository,0,0,0,0,0,0,0,0,1,0,0,0
supreme,0,0,0,0,0,0,1,0,0,0,0,0
sure,0,4,1,3,0,8,1,1,3,6,15,4
surely,0,0,0,0,0,0,1,0,0,0,0,1
surf,0,0,0,0,0,0,0,0,0,0,1,0
surface,0,0,0,0,0,0,0,0,0,0,0,1
surgeon,0,0,0,0,0,0,0,0,0,1,0,0
surgery,1,0,0,0,0,0,0,3,0,0,0,1
surprise,0,1,1,1,1,0,0,1,0,0,0,0
surprised,0,0,0,0,0,0,0,0,1,2,0,0
surprisingly,0,0,0,1,0,0,0,0,0,0,1,0
surround,0,0,0,0,0,0,1,0,0,1,0,0
survival,0,0,0,0,0,0,0,0,1,0,0,0
survive,0,1,0,2,1,0,0,0,0,0,0,1
suspect,0,0,0,0,0,0,0,0,0,0,1,0
suspender,0,0,0,0,0,0,1,0,0,0,0,0
suspicion,0,0,0,0,0,0,0,0,1,0,0,0
suspicious,0,0,0,0,0,0,0,0,0,0,0,1
sustain,0,0,0,0,1,0,0,0,0,0,0,0
suv,0,0,0,0,0,0,0,0,0,0,1,0
swallow,0,0,1,0,0,0,0,0,0,0,0,0
swamp,0,0,0,0,1,0,0,0,0,0,0,0
swear,0,0,0,0,3,3,0,0,0,0,0,0
sweat,0,0,1,0,0,0,0,1,0,0,1,0
sweater,5,0,1,0,1,0,0,0,0,0,0,0
sweatshirt,0,0,0,0,0,0,1,0,0,0,0,0
sweatshop,0,0,1,0,3,0,0,0,0,0,0,0
sweaty,0,0,0,0,0,0,0,0,0,0,2,0
sweeping,0,0,0,0,0,0,0,1,0,0,0,0
sweet,1,0,1,0,0,3,3,0,0,1,1,2
sweetheart,0,0,0,0,0,0,0,0,0,0,1,0
sweetie,0,0,0,0,0,0,0,1,0,0,0,1
swell,0,0,0,0,0,0,0,0,1,0,0,0
swerve,0,1,0,0,0,0,0,0,0,0,0,0
swift,0,0,0,0,0,0,0,0,0,0,0,1
swim,1,0,0,1,0,0,0,0,0,0,0,0
swimming,0,0,0,0,0,0,0,0,0,1,0,0
swing,0,0,0,0,0,0,0,1,0,0,1,0
swinge,0,0,0,0,0,0,1,0,0,0,0,0
swipe,0,0,0,0,0,0,0,1,0,0,0,0
switch,0,1,0,0,1,0,2,0,0,0,0,1
swore,0,0,0,0,0,0,0,0,0,0,1,0
sydney,0,0,0,0,0,1,0,0,0,0,0,0
syke,0,0,0,0,0,0,1,0,0,0,0,0
syllable,0,0,0,0,0,0,0,1,0,0,0,0
symptom,0,0,1,1,0,0,0,0,0,0,0,0
synonym,0,0,0,1,0,0,0,0,0,0,0,0
syracuse,0,2,0,0,0,0,0,0,0,0,0,0
syria,0,0,1,0,0,0,0,0,0,0,0,0
söze,0,0,0,0,0,0,0,0,1,0,0,0
ta,8,1,7,6,6,6,1,0,21,10,0,20
tabernacle,0,0,0,0,1,0,0,0,0,0,0,0
table,0,3,1,2,1,4,0,5,3,0,0,0
taboo,0,0,0,0,1,0,0,0,0,0,0,0
tack,2,0,0,0,0,0,0,0,0,0,0,0
tackle,0,1,0,0,0,0,0,0,0,0,0,1
tacky,0,0,0,0,0,0,0,1,0,0,0,0
tada,0,0,0,0,0,1,0,0,0,0,0,0
tadpole,0,0,0,1,0,0,0,0,0,0,0,0
tale,0,0,0,0,0,0,0,0,0,0,0,1
talented,0,0,0,0,0,0,0,0,0,1,0,1
talk,3,12,5,4,12,6,11,11,7,12,13,17
talking,0,1,0,0,0,0,0,0,0,1,0,0
tall,0,0,0,4,1,0,1,0,0,0,0,0
tan,0,0,0,0,0,0,0,1,0,0,0,0
tank,0,0,0,1,0,0,0,0,0,0,1,0
tanner,0,0,0,0,0,0,0,1,0,0,0,0
tap,0,0,1,0,1,0,0,0,0,0,0,0
tape,4,1,0,0,2,0,0,2,0,1,0,0
target,0,0,6,0,0,0,1,0,0,0,0,0
tart,0,0,0,0,1,0,0,0,0,0,0,0
task,0,0,0,0,0,0,1,0,0,0,0,0
taste,0,0,1,2,2,2,0,1,2,0,0,0
tasteful,0,0,0,0,0,0,0,0,0,1,0,0
tattoo,0,1,0,0,0,0,0,0,0,1,0,0
tattooed,0,0,0,0,0,1,0,0,0,0,0,0
tax,0,0,0,0,0,0,0,2,0,0,0,1
taxfree,0,0,0,0,0,0,0,0,0,0,0,1
taxis,0,0,0,0,0,1,0,1,0,0,0,1
taylor,0,0,0,0,0,0,1,0,0,0,0,1
tbone,0,0,0,0,0,0,0,0,0,0,3,0
te,0,0,3,0,0,0,0,0,0,0,0,0
teach,0,0,0,0,1,2,0,1,2,5,0,6
teacher,0,2,2,0,0,3,3,2,0,0,0,2
team,0,2,0,2,1,0,0,1,0,1,2,0
tear,0,0,0,0,0,0,0,1,0,4,0,0
teareth,0,0,0,0,1,0,0,0,0,0,0,0
tease,0,0,1,0,0,0,0,0,0,0,0,0
technically,0,2,0,0,0,0,0,0,1,0,0,0
technique,0,0,0,0,0,1,0,0,0,0,1,0
technology,0,1,0,0,0,0,0,0,0,0,0,0
teddy,0,3,0,0,0,0,0,0,0,0,0,0
teddybear,0,1,0,0,0,0,0,0,0,0,0,0
teen,0,0,0,1,0,0,0,0,0,0,0,0
teenager,0,0,1,0,0,0,1,0,0,0,1,0
television,1,5,0,0,1,1,0,0,1,3,0,0
tell,10,16,13,7,22,18,12,24,20,25,24,16
telltale,0,0,1,0,0,0,0,1,0,0,0,0
telly,0,0,1,0,0,0,0,0,0,0,0,0
temp,0,0,0,0,0,0,3,0,0,0,0,0
tempe,0,0,0,0,0,0,1,0,0,0,0,0
temperature,0,0,0,0,0,0,0,1,0,0,0,0
tend,0,1,0,0,0,0,0,0,0,0,1,0
tennis,0,0,0,0,1,0,0,0,0,0,0,0
tension,0,0,0,0,0,1,0,0,0,0,2,0
tenyearold,0,0,0,0,0,0,2,0,0,0,0,0
term,0,0,1,0,0,0,1,2,1,0,1,0
terminal,0,0,0,0,0,0,0,0,0,0,1,0
terminally,0,0,0,0,1,0,0,0,0,0,0,0
terminator,0,0,0,0,0,1,1,0,0,0,0,0
terrible,4,2,1,2,1,1,3,0,1,3,1,0
terribly,0,0,0,1,0,0,0,0,0,0,0,0
terrify,1,0,2,0,0,0,0,2,0,0,0,0
terrifying,0,0,1,0,1,0,0,0,0,0,0,0
terrorist,0,0,0,0,0,1,0,0,0,0,1,0
tesco,0,0,1,0,0,0,0,0,0,0,0,0
tesla,0,0,0,0,0,0,0,0,1,0,0,0
test,1,3,0,0,1,0,2,0,0,7,0,1
testament,0,0,1,0,0,0,0,0,0,0,0,0
testicle,0,0,6,0,0,1,0,0,0,0,0,0
testimony,0,0,0,0,0,0,0,0,0,1,0,0
testosterone,0,0,1,0,0,0,0,0,0,0,0,0
testy,0,0,0,0,0,0,0,0,0,0,0,1
tetherball,0,0,0,0,0,0,0,1,0,0,0,0
tetris,0,0,0,1,0,0,0,0,0,0,0,0
texa,0,0,0,0,0,0,0,0,0,0,1,0
texan,0,2,0,0,0,0,0,0,0,0,0,0
texas,0,2,1,0,0,0,0,0,1,0,8,12
text,0,0,1,1,0,1,0,1,0,2,1,0
texte,0,0,0,0,0,1,0,0,0,0,0,0
thank,8,13,9,13,11,10,9,11,6,7,12,3
thanks,0,0,0,0,0,1,0,0,0,1,0,0
thatthat,0,0,0,0,0,0,0,0,1,0,0,0
thc,0,0,0,0,0,0,0,0,0,0,0,2
theater,0,0,0,0,0,1,0,0,0,1,0,0
theirs,0,0,1,0,1,0,0,0,0,0,0,0
theme,0,0,0,1,2,0,0,0,0,0,0,0
theoretical,0,0,0,0,0,0,0,0,0,0,0,1
theory,0,0,0,0,0,2,0,0,0,0,0,0
therapist,0,0,0,0,0,3,0,2,0,0,0,0
therapy,0,0,0,0,0,0,0,1,0,0,0,0
thesaurus,0,0,0,0,0,2,0,0,0,0,0,0
thigh,0,0,0,0,2,0,0,0,1,0,0,0
thing,41,18,44,13,29,47,22,8,8,29,23,33
think,28,23,34,43,58,57,28,17,14,24,65,56
thinking,0,0,1,1,0,0,0,0,0,0,1,0
thirteen,0,0,0,0,0,0,0,1,0,0,0,0
thirty,0,0,1,0,0,0,0,2,0,0,0,0
thoma,0,0,0,0,0,0,1,0,0,0,0,0
thought,6,1,3,5,1,0,2,1,1,3,0,0
thousand,0,3,2,4,1,0,0,0,1,0,0,0
threat,3,0,0,0,2,0,0,0,0,5,0,0
threaten,0,0,0,0,0,1,0,0,1,1,0,0
threequarter,0,0,0,0,0,1,0,0,0,0,0,0
threshold,0,0,0,0,0,0,1,0,0,0,0,0
thrill,0,0,1,0,0,0,1,0,0,0,0,0
thriller,0,0,0,0,0,0,0,0,0,0,1,0
thrive,0,1,0,0,0,0,0,0,0,0,0,0
throat,0,0,0,0,1,0,0,0,0,2,0,0
throne,0,0,0,0,0,0,0,0,0,0,0,1
throw,2,2,4,1,4,2,1,0,3,2,2,1
throwback,0,0,0,0,0,0,0,1,0,0,0,0
thrust,1,0,0,0,0,0,0,0,0,0,0,0
thud,0,0,0,0,0,0,0,3,0,0,0,0
thumb,0,1,0,0,0,0,0,0,1,0,0,2
thursday,0,1,0,0,1,0,0,0,0,0,0,0
ti,0,0,0,0,0,0,0,0,1,0,0,0
tick,0,0,1,0,0,0,0,0,0,0,0,0
ticket,0,2,0,0,0,14,2,0,0,1,3,0
tickling,0,0,0,0,1,0,0,0,0,0,0,0
tidy,0,0,0,0,0,0,0,0,1,0,0,0
tie,1,1,1,1,0,1,1,0,0,0,0,0
tiger,0,0,0,0,0,0,0,0,0,0,0,7
tight,1,0,1,0,0,0,1,0,0,1,0,0
tighten,0,0,0,0,0,0,0,0,0,1,0,0
tilikum,0,0,0,0,0,0,0,0,1,0,0,0
till,2,0,1,0,4,0,0,1,0,0,1,1
tilt,0,0,0,0,0,0,0,0,0,0,4,0
time,25,38,17,18,24,16,31,32,21,19,21,23
timeout,0,0,0,0,0,0,0,1,0,0,0,0
timing,0,0,0,0,0,1,0,0,0,0,0,0
timon,0,0,0,0,0,0,1,0,0,0,0,0
timson,0,0,0,0,0,0,0,0,0,0,2,0
tinder,0,0,0,0,0,0,0,1,0,0,0,0
tint,0,0,0,0,1,0,0,0,0,0,0,0
tiny,1,0,0,2,0,2,1,0,1,0,0,1
tip,0,0,0,0,1,2,0,0,0,0,0,1
tired,0,0,1,0,0,1,0,1,2,0,0,0
tissue,0,0,3,0,0,0,0,0,0,0,0,0
tit,34,0,0,2,1,0,0,0,0,0,0,0
title,0,0,0,0,0,0,1,0,0,1,0,0
titty,0,0,0,0,0,0,0,0,0,0,0,1
tix,0,0,0,0,0,0,0,3,0,0,0,0
tmz,0,1,0,0,0,0,0,0,0,0,0,0
toad,0,0,0,0,0,0,0,1,0,0,0,0
toast,1,0,0,0,0,0,0,0,0,0,0,0
toaster,0,0,0,0,1,0,0,0,0,0,0,0
today,2,0,2,1,3,1,0,0,1,9,0,2
toddler,0,0,1,0,2,0,0,0,0,0,0,0
todo,0,0,0,0,0,0,3,0,0,0,0,0
toe,1,0,0,0,1,0,0,0,0,0,0,0
toilet,4,0,1,1,0,0,1,1,9,0,0,0
tolerance,0,0,1,0,0,0,0,0,0,0,0,0
tolerate,0,0,0,0,0,0,0,0,0,2,0,0
toll,0,0,0,1,0,0,0,0,1,0,0,0
tom,0,0,0,0,1,0,0,0,0,0,7,1
tombstone,0,0,0,0,0,0,0,1,0,0,0,0
tomfoolery,0,0,0,0,1,0,0,0,0,0,0,0
tomorrow,3,1,0,0,1,0,0,0,0,0,0,0
ton,0,0,1,0,0,0,0,0,0,0,0,0
tone,1,1,0,0,0,0,0,0,0,0,0,0
tongue,0,0,0,0,0,2,0,0,0,0,1,0
tonight,0,2,3,1,0,1,0,3,1,4,3,1
tony,0,0,0,0,0,0,1,0,1,0,1,0
tool,0,0,1,0,0,1,0,5,0,0,0,0
tooth,2,0,1,1,3,0,0,0,0,0,0,0
topsyturvy,0,0,1,0,0,0,0,0,0,0,0,0
torso,0,0,0,1,0,0,0,0,0,0,0,0
torture,0,0,4,0,0,0,0,0,0,0,0,0
total,0,0,0,0,1,0,2,0,1,0,0,3
totaled,0,0,0,0,0,0,0,0,0,0,1,0
totally,3,0,1,2,1,0,4,1,0,1,3,2
touch,13,3,6,1,2,3,1,0,0,0,1,0
touchy,0,0,0,0,0,0,0,1,0,0,0,0
touchyfeely,0,0,0,0,1,0,0,0,0,0,0,0
tough,2,7,1,0,2,1,0,2,0,0,1,0
toughguy,0,0,0,0,0,0,0,0,0,0,0,1
toupee,0,0,1,0,0,0,0,0,0,0,0,0
tour,0,0,1,0,5,4,1,0,0,0,0,0
tourniquet,0,0,0,0,0,0,0,0,0,1,0,0
tow,1,0,0,0,0,0,0,0,0,0,0,0
towel,0,0,0,0,0,3,0,0,0,0,0,0
town,1,1,1,2,2,1,0,2,0,3,1,0
toy,0,0,0,5,3,1,0,4,0,0,0,0
toyota,0,0,0,0,0,0,0,1,1,0,0,0
trace,0,0,0,0,0,0,1,0,0,2,0,0
track,0,3,0,3,0,0,1,1,0,1,1,0
trade,0,0,0,0,0,0,0,0,0,1,1,0
traditional,0,0,0,0,1,0,0,0,0,0,1,0
traditionally,1,0,0,0,0,0,0,0,0,1,0,0
traffic,0,5,0,0,1,0,0,0,0,0,0,0
tragedy,1,3,0,1,0,0,0,1,0,7,0,0
tragically,0,0,1,0,0,0,0,0,0,0,0,0
trailer,0,0,0,0,0,0,0,0,0,0,1,0
train,1,3,2,2,0,2,0,0,0,0,0,0
trainer,0,0,0,0,0,0,2,0,0,0,0,0
training,0,0,1,0,0,0,0,0,0,0,0,0
tram,0,0,0,0,0,0,0,0,0,0,6,0
tran,0,0,1,0,0,0,0,0,0,0,0,0
trance,0,1,0,0,0,0,0,0,0,0,0,0
tranquilizer,0,0,1,0,0,0,0,0,0,0,0,0
trans,0,0,2,0,0,0,0,0,0,0,0,0
transfer,0,0,0,0,0,0,0,0,0,0,1,0
transform,0,1,0,1,0,0,0,0,0,0,0,0
transgender,0,4,0,0,1,0,0,0,0,0,0,0
transgendere,0,0,0,0,0,0,0,0,0,1,0,0
transphobic,0,0,4,0,0,0,0,0,0,0,0,1
trap,0,1,0,0,0,0,0,2,8,1,0,2
trash,0,1,0,0,0,0,0,0,0,0,0,0
trauma,0,0,1,0,0,0,0,0,0,0,0,0
travel,1,0,0,0,0,1,0,0,1,3,2,2
traveler,0,0,0,0,0,0,0,0,0,0,2,1
traverse,1,0,0,0,0,0,0,0,0,0,0,0
tray,0,0,0,0,0,0,1,0,0,0,0,0
trayvon,0,0,0,0,0,0,0,1,0,0,0,0
treat,0,0,0,0,0,1,1,0,1,0,0,2
treatment,0,0,0,1,0,0,0,0,0,0,0,0
tree,0,0,1,3,1,0,0,1,0,2,1,1
tremble,0,0,0,0,0,0,1,0,0,0,0,0
tremendous,0,1,0,0,0,0,0,0,0,0,0,0
trend,0,0,0,1,0,0,0,0,0,1,0,0
trey,0,0,0,0,0,0,0,0,0,0,0,1
trial,0,1,0,0,0,0,0,0,0,0,0,0
tribadism,0,0,0,1,0,0,0,0,0,0,0,0
tribe,0,3,1,0,0,0,0,1,0,0,0,0
trick,0,2,0,3,0,0,1,0,0,1,0,0
trickortreating,0,0,0,1,0,0,0,0,0,0,0,0
tricky,0,0,0,0,0,0,0,0,0,0,1,0
trigger,0,0,0,0,3,0,0,0,0,0,0,0
trillion,1,0,0,1,0,0,0,0,0,0,0,0
trimming,0,0,0,0,0,0,0,0,0,0,0,1
trip,1,0,1,0,0,2,0,2,0,0,5,4
triple,0,0,0,0,0,0,0,0,0,0,1,0
trippy,0,0,0,0,0,0,0,0,0,0,0,1
troll,0,0,0,3,0,0,0,0,0,0,0,0
troop,0,0,0,0,0,0,0,1,0,0,0,0
trophy,0,0,0,3,0,0,0,0,0,0,0,1
trouble,0,3,1,1,11,1,0,0,0,2,1,0
troubleshoot,0,0,0,0,1,0,0,0,0,0,0,0
truck,1,0,0,0,0,0,0,0,0,0,1,0
true,4,2,1,3,3,3,3,2,1,1,6,3
trump,0,0,0,0,0,0,0,0,0,0,0,4
trumpet,0,0,0,2,0,0,0,0,0,0,0,0
